Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Live,Dead,FK,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Cmp,Off,Out,Int,Blocks
1219,Juankar\Juankar,es ESP,DF,Málaga,es La Liga,27,1990,8.7,405,338,67,6,1,87,8,20,0,0,0,0,223,76,106,269,52,21,61,0,299,1,18,8,15
1220,Juanmi\Juanmi,es ESP,FWMF,Real Sociedad,es La Liga,24,1993,16.5,351,345,6,1,0,67,5,8,0,0,0,0,285,27,39,43,285,16,2,2,282,1,6,7,12
1221,Juanpe\Juanpe,es ESP,DF,Girona,es La Liga,26,1991,34.1,1372,1319,53,49,0,265,103,8,0,0,0,0,803,105,464,338,829,167,4,2,1021,5,55,18,20
1222,Juanpi\Juanpi,ve VEN,MFFW,Málaga,es La Liga,23,1994,6.8,222,203,19,9,1,49,9,4,5,0,0,0,161,25,36,176,29,11,2,2,174,1,2,10,6
1223,Mariano Julio Izco\Mariano-Julio-Izco,ar ARG,MF,Crotone,it Serie A,34,1983,2.0,70,67,3,2,0,7,0,0,0,0,0,0,43,19,8,7,57,4,1,1,57,0,0,0,3
1224,Christopher Jullien\Christopher-Jullien,fr FRA,DF,Toulouse,fr Ligue 1,24,1993,28.9,1248,1209,39,34,0,191,65,3,0,0,0,0,764,120,364,328,719,147,5,2,962,4,41,24,21
1225,David Juncà\David-Junca,es ESP,DF,Eibar,es La Liga,23,1993,10.0,633,530,103,7,1,78,29,42,8,0,0,0,308,73,252,468,29,42,88,5,441,1,18,11,22
1226,Gideon Jung\Gideon-Jung,de GER,MFDF,Hamburger SV,de Bundesliga,22,1994,28.6,1058,1027,31,30,2,206,33,5,0,0,0,0,675,129,254,106,832,88,1,4,832,4,23,10,19
1227,Sebastian Jung\Sebastian-Jung,de GER,DF,Wolfsburg,de Bundesliga,27,1990,0.9,27,22,5,1,0,2,2,0,0,0,0,0,11,10,6,3,18,1,4,1,18,0,0,1,0
1228,Zlatko Junuzović\Zlatko-Junuzovic,at AUT,MFFW,Werder Bremen,de Bundesliga,29,1987,18.1,791,692,99,28,2,135,33,38,53,23,18,2,421,160,210,106,627,29,15,4,548,6,20,25,37
1229,Mathias Jørgensen\Mathias-Jorgensen,dk DEN,DF,Huddersfield,eng Premier League,27,1990,38.0,1552,1510,42,35,0,226,37,1,0,0,0,0,989,156,407,88,1222,190,6,10,1181,5,58,22,17
1230,Christian Kabasele\Christian-Kabasele,be BEL,DF,Watford,eng Premier League,26,1991,25.9,899,884,15,12,0,156,29,1,0,0,0,0,523,81,295,129,619,106,3,2,660,2,32,15,10
1231,Younès Kaboul\Younes-Kaboul,fr FRA,DF,Watford,eng Premier League,31,1986,1.7,83,83,0,0,0,13,2,0,0,0,0,0,41,2,40,7,58,12,0,1,55,0,4,2,2
1232,Alexander Kačaniklić\Alexander-Kacaniklic,se SWE,MFFW,Nantes,fr Ligue 1,25,1991,3.5,96,92,4,0,0,19,4,11,2,0,0,0,65,12,19,61,24,7,1,0,64,2,3,5,2
1233,Gojko Kačar\Gojko-Kacar,rs SRB,DF,Augsburg,de Bundesliga,30,1987,2.5,80,74,6,6,0,9,2,0,0,0,0,0,49,12,19,11,58,6,0,1,59,0,0,1,1
1234,Elias Kachunga\Elias-Kachunga,cd COD,FWMF,Huddersfield,eng Premier League,25,1992,14.8,355,348,7,1,0,80,3,16,1,0,0,0,244,42,69,44,259,35,4,4,226,0,10,9,31
1235,Pavel Kadeřábek\Pavel-Kaderabek,cz CZE,DFMF,Hoffenheim,de Bundesliga,25,1992,24.4,1092,862,230,9,1,192,16,66,0,0,0,0,509,266,317,69,703,60,221,2,800,3,14,17,45
1236,Shinji Kagawa\Shinji-Kagawa,jp JPN,MF,Dortmund,de Bundesliga,28,1989,13.0,762,710,52,23,4,136,18,15,22,6,4,2,555,94,113,227,496,25,7,6,645,2,8,12,8
1237,Sullay Kaikai\Sullay-Kaikai,eng ENG,MF,Crystal Palace,eng Premier League,21,1995,0.2,8,6,2,1,0,4,0,2,1,0,0,0,4,0,4,1,7,0,0,0,3,0,0,0,1
1238,Florian Kainz\Florian-Kainz,at AUT,MFFW,Werder Bremen,de Bundesliga,24,1992,19.0,785,698,87,15,4,143,49,60,40,13,7,3,432,155,198,132,566,35,32,8,548,4,19,16,42
1239,Dominik Kaiser\Dominik-Kaiser,de GER,MFDF,RB Leipzig,de Bundesliga,28,1988,3.1,167,140,27,8,1,29,4,8,6,4,2,0,96,25,46,18,128,5,13,0,116,1,2,5,6
1240,Gaël Kakuta\Gael-Kakuta,cd COD,MFFW,Amiens,fr Ligue 1,26,1991,34.3,1378,1225,153,61,7,227,49,89,76,0,0,0,862,143,373,1076,196,69,10,6,889,11,46,62,62
1241,Nikola Kalinić\Nikola-Kalinic,hr CRO,FW,Milan,it Serie A,29,1988,20.1,366,329,37,1,1,96,0,2,0,0,0,0,256,68,42,11,301,21,1,14,295,0,5,7,14
1242,Salomon Kalou\Salomon-Kalou,ci CIV,FWMF,Hertha BSC,de Bundesliga,31,1985,24.5,635,622,13,2,1,161,7,15,0,0,0,0,416,119,100,72,480,41,4,12,446,4,16,17,32
1243,Daichi Kamada\Daichi-Kamada,jp JPN,FWMF,Eint Frankfurt,de Bundesliga,20,1996,1.6,33,32,1,0,0,6,1,0,0,0,0,0,25,3,5,9,20,4,0,0,27,0,2,0,2
1244,François Kamano\Francois-Kamano,gn GUI,FWMF,Bordeaux,fr Ligue 1,21,1996,22.4,684,666,18,1,3,160,17,47,11,0,0,0,549,57,78,88,559,24,3,9,542,1,12,22,24
1245,Bingourou Kamara\Bingourou-Kamara,sn SEN,GK,Strasbourg,fr Ligue 1,20,1996,18.8,463,337,126,25,0,51,10,0,0,0,0,0,198,9,256,48,353,0,0,42,297,1,20,1,2
1246,Boubacar Kamara\Boubacar-Kamara,fr FRA,DFMF,Marseille,fr Ligue 1,17,1999,5.1,288,271,17,6,0,45,3,1,0,0,0,0,228,18,42,46,213,10,11,0,249,1,5,4,7
1247,Marcin Kamiński\Marcin-Kaminski,pl POL,DF,Stuttgart,de Bundesliga,25,1992,12.6,837,827,10,6,1,104,15,5,0,0,0,0,631,70,136,688,79,55,3,1,704,3,10,12,12
1248,Kevin Kampl\Kevin-Kampl,si SVN,MF,Leverkusen,de Bundesliga,26,1990,0.3,33,32,1,1,0,4,1,1,0,0,0,0,30,0,3,5,28,0,0,0,28,0,0,0,3
1249,Kevin Kampl\Kevin-Kampl,si SVN,MF,RB Leipzig,de Bundesliga,26,1990,22.4,1262,1148,114,45,5,218,19,29,52,14,20,4,901,153,208,119,1078,37,17,6,1036,7,19,26,23
1250,Harry Kane\Harry-Kane,eng ENG,FW,Tottenham,eng Premier League,24,1993,34.2,683,646,37,3,2,177,38,23,1,0,0,0,394,156,133,83,501,62,6,10,476,6,20,16,30
1251,Wilfried Kanga\Wilfried-Kanga,fr FRA,FWMF,Angers,fr Ligue 1,19,1998,2.0,32,28,4,0,0,11,1,1,0,0,0,0,26,3,3,7,22,3,0,0,26,0,1,3,1
1252,Mamadou Kanouté\Mamadou-Kanoute,sn SEN,FWMF,Benevento,it Serie A,23,1993,0.4,15,12,3,0,0,3,0,0,0,0,0,0,10,4,1,0,11,0,3,1,13,0,0,1,0
1253,N'Golo Kanté\NGolo-Kante,fr FRA,MF,Chelsea,eng Premier League,26,1991,33.3,2144,2129,15,10,3,364,57,10,0,0,0,0,1753,175,216,311,1766,50,3,1,1899,8,29,33,35
1254,Bartosz Kapustka\Bartosz-Kapustka,pl POL,FWMF,Freiburg,de Bundesliga,20,1996,2.6,77,76,1,0,1,23,2,5,0,0,0,0,41,20,16,14,58,4,0,0,46,0,4,1,10
1255,Kenan Karaman\Kenan-Karaman,tr TUR,MFFW,Hannover 96,de Bundesliga,23,1994,9.5,274,272,2,1,0,57,3,11,1,0,0,0,182,39,53,54,184,21,0,2,196,1,5,6,15
1256,Yann Karamoh\Yann-Karamoh,fr FRA,FWMF,Inter,it Serie A,19,1998,5.4,251,235,16,1,0,60,7,24,3,0,0,0,180,39,32,32,199,6,11,1,194,0,4,6,9
1257,Loris Karius\Loris-Karius,de GER,GK,Liverpool,eng Premier League,24,1993,19.0,533,457,76,23,0,69,8,0,0,0,0,0,290,34,209,49,380,2,0,87,383,1,4,3,2
1258,Orestis Karnezis\Orestis-Karnezis,gr GRE,GK,Watford,eng Premier League,32,1985,14.4,314,194,120,73,0,33,13,0,0,0,0,0,41,9,264,8,258,0,0,21,143,0,11,0,1
1259,Rick Karsdorp\Rick-Karsdorp,nl NED,DF,Roma,it Serie A,22,1995,0.9,62,53,9,0,0,8,1,1,0,0,0,0,42,16,4,4,48,1,9,0,49,1,1,4,1
1260,Aleksandar Katai\Aleksandar-Katai,rs SRB,FWMF,Alavés,es La Liga,26,1991,0.6,11,11,0,0,0,3,0,0,0,0,0,0,11,0,0,6,5,0,0,0,9,1,0,0,0
1261,Florian Kath\Florian-Kath,de GER,FWMF,Freiburg,de Bundesliga,22,1994,7.5,208,201,7,0,0,63,9,11,1,1,0,0,132,33,43,116,57,15,4,2,143,1,6,3,12
1262,Ole Käuper\Ole-Kauper,de GER,MF,Werder Bremen,de Bundesliga,20,1997,0.8,32,32,0,0,0,3,0,0,0,0,0,0,22,5,5,4,28,0,0,0,21,0,1,0,2
1263,Eiji Kawashima\Eiji-Kawashima,jp JPN,GK,Metz,fr Ligue 1,34,1983,28.6,680,432,248,90,0,48,12,0,0,0,0,0,185,24,471,63,487,0,0,99,369,1,21,6,2
1264,Beram Kayal\Beram-Kayal,il ISR,MF,Brighton,eng Premier League,29,1988,8.3,237,229,8,0,0,54,5,4,0,0,0,0,167,19,51,21,182,26,0,4,186,2,2,3,2
1265,Joris Kayembe\Joris-Kayembe,be BEL,FWMF,Nantes,fr Ligue 1,22,1994,1.0,24,24,0,0,0,8,0,4,0,0,0,0,19,0,5,18,6,0,0,0,17,0,0,0,2
1266,Olarenwaju Kayode\Olarenwaju-Kayode,ng NGA,FWMF,Girona,es La Liga,24,1993,4.4,55,54,1,0,1,9,2,2,0,0,0,0,34,13,8,3,37,11,0,2,34,0,0,2,6
1267,Moise Kean\Moise-Kean,it ITA,FW,Hellas Verona,it Serie A,17,2000,12.6,209,190,19,0,0,46,5,5,0,0,0,0,146,39,24,26,160,7,3,2,157,2,5,1,16
1268,Michael Keane\Michael-Keane,eng ENG,DF,Everton,eng Premier League,24,1993,28.4,1221,1204,17,13,1,191,41,2,0,0,0,0,706,114,401,204,766,190,4,2,921,3,53,17,16
1269,Thilo Kehrer\Thilo-Kehrer,de GER,DF,Schalke 04,de Bundesliga,20,1996,26.3,1233,1178,55,27,0,156,17,3,0,0,0,0,877,135,221,472,621,92,28,3,1026,4,21,18,17
1270,Cheick Keita\Cheick-Keita,ml MLI,DF,Bologna,it Serie A,21,1996,1.4,35,29,6,0,0,5,0,0,0,0,0,0,21,5,9,22,4,0,6,1,31,0,0,0,1
1271,Naby Keïta\Naby-Keita,gn GUI,MF,RB Leipzig,de Bundesliga,22,1995,21.8,1250,1216,34,26,8,246,9,14,3,0,0,0,944,182,124,184,1013,34,4,6,994,10,16,40,39
1272,Keko\Keko,es ESP,MFFW,Málaga,es La Liga,25,1991,13.4,405,399,6,1,0,83,14,36,0,0,0,0,276,54,75,34,340,17,4,3,286,4,11,6,18
1273,Martin Kelly\Martin-Kelly,eng ENG,DF,Crystal Palace,eng Premier League,27,1990,13.3,383,347,36,8,0,68,10,3,0,0,0,0,193,36,154,32,274,36,28,0,273,2,21,5,6
1274,Marc-Oliver Kempf\Marc-Oliver-Kempf,de GER,DF,Freiburg,de Bundesliga,22,1995,10.0,489,473,16,12,0,67,23,0,0,0,0,0,320,60,109,346,89,37,4,0,395,2,15,4,5
1275,Kenedy\Kenedy,br BRA,MFFW,Newcastle Utd,eng Premier League,21,1996,11.4,410,366,44,5,1,86,17,13,22,2,3,0,289,40,81,329,47,12,17,4,302,0,6,12,22
1276,Jonjoe Kenny\Jonjoe-Kenny,eng ENG,DF,Everton,eng Premier League,20,1997,17.7,846,635,211,10,0,153,19,32,0,0,0,0,303,182,361,30,539,51,201,1,575,3,42,18,29
1277,Ryan Kent\Ryan-Kent,eng ENG,FWMF,Freiburg,de Bundesliga,20,1996,2.7,67,66,1,0,0,3,0,3,0,0,0,0,49,5,13,19,44,4,0,0,44,0,1,0,3
1278,Christophe Kerbrat\Christophe-Kerbrat,fr FRA,DF,Guingamp,fr Ligue 1,30,1986,36.9,1647,1587,60,51,0,234,55,5,0,0,0,0,1108,81,458,134,1364,120,9,7,1327,7,54,29,15
1279,Franck Kessié\Franck-Kessie,ci CIV,MF,Milan,it Serie A,20,1996,36.3,1799,1789,10,6,4,313,39,68,1,0,0,0,1389,174,236,298,1388,71,3,8,1472,7,25,42,48
1280,Billy Ketkeophomphone\Billy-Ketkeophomphone,fr FRA,MFFW,Angers,fr Ligue 1,27,1990,4.9,186,173,13,7,2,32,5,6,3,0,0,0,138,18,30,24,139,15,3,2,138,2,4,6,7
1281,Driss Khalid\Driss-Khalid,ma MAR,FW,Toulouse,fr Ligue 1,18,1999,0.3,8,8,0,0,0,2,0,0,0,0,0,0,6,2,0,2,5,1,0,0,5,0,1,0,1
1282,Saîf-Eddine Khaoui\Saif-Eddine-Khaoui,tn TUN,MFFW,Troyes,fr Ligue 1,22,1995,21.7,713,604,109,38,0,116,26,39,66,0,0,0,468,67,178,590,78,35,4,3,465,6,13,29,30
1283,Wahbi Khazri\Wahbi-Khazri,tn TUN,FWMF,Rennes,fr Ligue 1,26,1991,21.3,695,615,80,32,0,162,49,37,35,0,0,0,465,64,166,43,620,19,4,2,504,5,21,19,22
1284,Rani Khedira\Rani-Khedira,de GER,MFDF,Augsburg,de Bundesliga,23,1994,25.3,859,837,22,19,0,163,22,6,0,0,0,0,485,152,222,101,616,91,2,9,645,1,22,10,19
1285,Sami Khedira\Sami-Khedira,de GER,MF,Juventus,it Serie A,30,1987,21.2,982,959,23,11,2,140,18,10,0,0,0,0,743,139,100,108,826,28,11,1,857,3,11,13,24
1286,Stefan Kießling\Stefan-Kiessling,de GER,FWDF,Leverkusen,de Bundesliga,33,1984,0.9,24,24,0,0,0,8,0,0,0,0,0,0,7,4,13,1,9,7,0,1,14,0,1,0,0
1287,Kike\Kike,es ESP,FW,Eibar,es La Liga,27,1989,27.3,700,667,33,0,0,169,4,15,0,0,0,0,441,136,123,159,373,73,3,51,502,2,16,20,34
1288,Joshua Kimmich\Joshua-Kimmich,de GER,DF,Bayern Munich,de Bundesliga,22,1995,25.9,2143,1872,271,45,7,310,91,107,67,4,15,7,1395,296,452,340,1561,70,159,3,1794,5,21,24,40
1289,Presnel Kimpembe\Presnel-Kimpembe,fr FRA,DF,Paris S-G,fr Ligue 1,21,1995,26.9,1776,1736,40,34,0,169,34,6,0,0,0,0,1589,66,121,1509,185,59,6,4,1672,0,18,9,16
1290,Andy King\Andy-King,wal WAL,MF,Swansea City,eng Premier League,28,1988,7.9,355,350,5,4,0,68,9,8,0,0,0,0,241,38,76,19,311,20,1,1,290,0,4,5,3
1291,Andy King\Andy-King,wal WAL,MF,Leicester City,eng Premier League,28,1988,6.0,220,215,5,2,0,25,2,5,0,0,0,0,128,36,56,8,183,19,2,3,163,2,5,3,2
1292,Joshua King\Joshua-King,no NOR,FWMF,Bournemouth,eng Premier League,25,1992,27.3,724,690,34,3,4,205,9,41,0,0,0,0,497,107,120,75,561,41,3,18,517,4,20,28,31
1293,Simon Kjær\Simon-Kjaer,dk DEN,DF,Sevilla,es La Liga,28,1989,17.5,792,782,10,9,0,103,18,0,0,0,0,0,542,57,193,125,548,104,1,0,654,0,30,2,6
1294,Davy Klaassen\Davy-Klaassen,nl NED,MFFW,Everton,eng Premier League,24,1993,2.8,99,97,2,0,0,9,3,1,0,0,0,0,74,8,17,22,68,8,1,0,76,0,1,3,6
1295,Felix Klaus\Felix-Klaus,de GER,MFFW,Hannover 96,de Bundesliga,24,1992,22.0,686,616,70,20,2,137,14,34,26,7,9,8,317,176,193,49,515,70,24,8,487,2,13,16,34
1296,Ragnar Klavan\Ragnar-Klavan,ee EST,DF,Liverpool,eng Premier League,31,1985,16.1,1185,1167,18,4,0,97,26,2,0,0,0,0,981,61,143,931,150,68,14,4,1061,3,20,6,7
1297,Tim Kleindienst\Tim-Kleindienst,de GER,FW,Freiburg,de Bundesliga,21,1995,12.6,353,342,11,0,1,120,4,12,0,0,0,0,158,93,102,118,123,42,1,10,206,3,16,10,24
1298,Lukas Klostermann\Lukas-Klostermann,de GER,DF,RB Leipzig,de Bundesliga,21,1996,24.3,1216,990,226,14,2,185,11,36,0,0,0,0,699,263,254,173,737,63,212,4,941,5,21,27,44
1299,Lukas Klünter\Lukas-Klunter,de GER,DFFW,Köln,de Bundesliga,21,1996,14.8,548,447,101,6,0,81,18,40,2,0,0,0,260,118,170,67,338,36,92,2,361,1,24,11,36
1300,Robin Knoche\Robin-Knoche,de GER,DF,Wolfsburg,de Bundesliga,25,1992,23.4,1380,1347,33,28,0,161,39,0,0,0,0,0,999,136,245,154,1082,96,5,1,1189,3,26,10,6
1301,Anthony Knockaert\Anthony-Knockaert,fr FRA,MFFW,Brighton,eng Premier League,25,1991,26.9,1081,1005,76,25,1,255,48,55,28,0,0,2,810,91,180,883,135,37,12,3,841,8,25,30,31
1302,Törles Knöll\Torles-Knoll,de GER,MF,Hamburger SV,de Bundesliga,19,1997,0.2,3,3,0,0,0,0,0,0,0,0,0,0,2,1,0,2,1,0,0,0,1,0,0,0,0
1303,Robin Koch\Robin-Koch,de GER,MFDF,Freiburg,de Bundesliga,21,1996,21.3,960,937,23,21,0,228,28,2,1,1,0,0,632,119,209,89,754,65,1,3,770,0,22,15,15
1304,Kenan Kodro\Kenan-Kodro,ba BIH,FW,Mainz 05,de Bundesliga,23,1993,2.6,64,57,7,0,0,14,2,3,0,0,0,0,35,16,13,7,43,8,0,0,46,0,1,2,3
1305,Hervé Koffi\Herve-Koffi,bf BFA,GK,Lille,fr Ligue 1,20,1996,4.0,93,71,22,8,0,8,2,0,0,0,0,0,41,4,48,7,63,0,0,10,60,2,4,0,0
1306,Dominik Kohr\Dominik-Kohr,de GER,MF,Leverkusen,de Bundesliga,23,1994,18.5,940,914,26,25,7,163,18,7,0,0,0,0,681,124,135,142,732,48,1,6,769,3,19,21,29
1307,Seybou Koita\Seybou-Koita,ne NIG,FWMF,Amiens,fr Ligue 1,23,1994,2.4,57,55,2,0,0,3,1,2,0,0,0,0,39,8,10,7,44,2,0,3,39,0,2,2,3
1308,Koke\Koke,es ESP,MFFW,Atlético Madrid,es La Liga,25,1992,30.6,2078,1914,164,68,4,380,80,53,87,0,0,0,1511,160,407,185,1823,51,4,6,1659,19,25,38,47
1309,Aleksandar Kolarov\Aleksandar-Kolarov,rs SRB,DF,Roma,it Serie A,31,1985,34.0,2578,2105,473,81,3,361,118,166,103,13,15,3,1616,409,553,2026,158,67,288,3,1967,8,73,31,99
1310,Sead Kolašinac\Sead-Kolasinac,ba BIH,DFMF,Arsenal,eng Premier League,24,1993,23.9,1452,1280,172,4,1,197,13,36,2,0,0,0,961,190,301,1064,117,80,166,5,1152,2,28,35,50
1311,Vincent Kompany\Vincent-Kompany,be BEL,DF,Manchester City,eng Premier League,31,1986,15.5,1403,1397,6,3,0,120,38,0,0,0,0,0,1171,69,163,52,1249,75,3,7,1284,1,16,14,5
1312,Ibrahima Konaté\Ibrahima-Konate,fr FRA,DF,RB Leipzig,de Bundesliga,18,1999,13.6,651,629,22,21,1,66,9,0,0,0,0,0,449,54,148,41,545,44,1,1,528,0,18,8,3
1313,Moussa Konaté\Moussa-Konate,sn SEN,FW,Amiens,fr Ligue 1,24,1993,27.5,513,477,36,2,0,143,12,20,0,0,0,0,312,93,108,102,293,72,2,21,345,0,29,15,26
1314,Geoffrey Kondogbia\Geoffrey-Kondogbia,cf CTA,MF,Valencia,es La Liga,24,1993,29.0,1549,1532,17,15,3,371,59,4,0,0,0,0,1224,97,228,1229,251,41,1,4,1333,6,31,35,16
1315,Bakary Koné\Bakary-Kone,bf BFA,DF,Strasbourg,fr Ligue 1,29,1988,27.4,1035,1018,17,15,0,143,38,1,0,0,0,0,722,72,241,177,743,91,2,3,873,4,21,13,10
1316,Terence Kongolo\Terence-Kongolo,nl NED,DF,Huddersfield,eng Premier League,23,1994,11.7,397,341,56,6,0,60,3,6,0,0,0,0,200,57,140,260,34,41,50,0,261,3,17,11,16
1317,Terence Kongolo\Terence-Kongolo,nl NED,DF,Monaco,fr Ligue 1,23,1994,2.8,162,128,34,3,0,35,3,8,0,0,0,0,81,33,48,100,15,12,31,0,117,0,7,3,5
1318,Yevhen Konoplyanka\Yevhen-Konoplyanka,ua UKR,FWMF,Schalke 04,de Bundesliga,27,1989,17.4,500,454,46,18,1,88,30,63,25,1,8,1,278,82,140,71,398,24,1,1,332,2,14,9,26
1319,Julian Korb\Julian-Korb,de GER,DF,Hannover 96,de Bundesliga,25,1992,26.0,1202,898,304,12,0,165,18,48,0,0,0,0,452,323,427,105,711,83,291,3,812,5,28,29,60
1320,Laurent Koscielny\Laurent-Koscielny,fr FRA,DF,Arsenal,eng Premier League,31,1985,24.7,1711,1687,24,19,0,171,75,6,0,0,0,0,1263,184,264,140,1405,120,5,12,1504,4,27,21,20
1321,Filip Kostić\Filip-Kostic,rs SRB,FWMF,Hamburger SV,de Bundesliga,24,1992,27.1,777,723,54,6,0,197,40,80,21,3,9,0,373,169,235,581,77,63,21,1,459,6,23,16,61
1322,Christian Kouakou\Christian-Kouakou,ci CIV,MFFW,Caen,fr Ligue 1,26,1991,9.4,147,147,0,0,2,21,4,14,0,0,0,0,106,9,32,25,114,8,0,0,99,0,2,4,5
1323,Rominigue Kouamé\Rominigue-Kouame,ml MLI,DFMF,Lille,fr Ligue 1,20,1996,2.2,139,130,9,0,0,13,1,1,1,0,0,0,108,17,14,115,7,8,8,0,118,0,1,3,3
1324,Tomáš Koubek\Tomas-Koubek,cz CZE,GK,Rennes,fr Ligue 1,24,1992,34.0,740,488,252,85,0,42,42,0,0,0,0,0,239,24,477,58,540,2,0,82,413,0,25,0,3
1325,Kalidou Koulibaly\Kalidou-Koulibaly,sn SEN,DF,Napoli,it Serie A,26,1991,34.1,2932,2888,44,36,1,260,67,3,0,0,0,0,2426,273,233,719,2062,89,8,29,2676,0,44,30,18
1326,Jules Koundé\Jules-Kounde,fr FRA,DF,Bordeaux,fr Ligue 1,18,1998,17.7,849,835,14,14,0,138,28,1,0,0,0,0,631,54,164,72,699,65,0,0,703,2,15,16,10
1327,Cheikhou Kouyaté\Cheikhou-Kouyate,sn SEN,MF,West Ham,eng Premier League,27,1989,31.1,1007,998,9,1,1,204,10,13,0,0,0,0,635,143,229,79,694,164,2,13,749,2,39,23,29
1328,Mateo Kovačić\Mateo-Kovacic,hr CRO,MF,Real Madrid,es La Liga,23,1994,11.0,774,765,9,7,1,97,15,4,0,0,0,0,713,23,38,31,733,5,1,2,715,1,7,11,7
1329,Maksym Koval\Maksym-Koval,ua UKR,GKMF,La Coruña,es La Liga,24,1992,1.3,34,25,9,2,0,4,0,0,0,0,0,0,15,0,19,2,23,0,0,9,21,0,1,0,0
1330,Dawid Kownacki\Dawid-Kownacki,pl POL,FW,Sampdoria,it Serie A,20,1997,9.1,272,249,23,2,0,62,3,13,0,0,0,0,174,61,37,40,194,15,3,3,200,0,4,4,14
1331,Vincent Koziello\Vincent-Koziello,fr FRA,MF,Nice,fr Ligue 1,21,1995,9.0,581,571,10,8,1,103,13,0,0,0,0,0,504,24,53,35,524,18,2,1,546,0,3,7,5
1332,Vincent Koziello\Vincent-Koziello,fr FRA,MF,Köln,de Bundesliga,21,1995,8.8,524,513,11,9,1,105,12,1,0,0,0,0,392,83,49,63,432,18,2,2,474,1,5,6,10
1333,Thomas Kraft\Thomas-Kraft,de GER,GK,Hertha BSC,de Bundesliga,29,1988,3.0,136,96,40,12,0,20,2,0,0,0,0,0,46,7,83,24,102,0,0,6,79,1,0,0,0
1334,Emil Krafth\Emil-Krafth,se SWE,DF,Bologna,it Serie A,22,1994,10.5,531,444,87,3,0,75,2,9,0,0,0,0,310,91,130,14,392,28,84,4,420,2,8,14,11
1335,Oliver Kragl\Oliver-Kragl,de GER,MF,Crotone,it Serie A,27,1990,1.1,39,37,2,2,0,11,0,1,0,0,0,0,16,7,16,25,3,5,0,1,22,0,0,2,2
1336,Andrej Kramarić\Andrej-Kramaric,hr CRO,FWMF,Hoffenheim,de Bundesliga,26,1991,24.8,922,818,104,22,3,156,48,66,60,18,24,5,531,136,255,139,729,31,15,5,668,4,23,19,25
1337,Christoph Kramer\Christoph-Kramer,de GER,MF,M'Gladbach,de Bundesliga,26,1991,23.9,1498,1430,68,61,0,206,29,6,3,1,1,0,1093,193,212,189,1238,53,4,1,1310,6,18,15,23
1338,Ladislav Krejčí\Ladislav-Krejci,cz CZE,FWDF,Bologna,it Serie A,25,1992,4.4,159,154,5,0,0,29,1,5,0,0,0,0,108,30,21,125,17,10,5,1,119,0,4,4,7
1339,Rene Krhin\Rene-Krhin,si SVN,MF,Nantes,fr Ligue 1,27,1990,14.6,511,503,8,8,1,84,13,1,0,0,0,0,361,44,106,24,405,68,0,0,427,1,6,10,7
1340,Bojan Krkić\Bojan-Krkic,es ESP,MF,Stoke City,eng Premier League,26,1990,0.8,25,24,1,0,0,13,0,0,0,0,0,0,19,3,3,1,24,0,0,0,21,0,0,2,2
1341,Bojan Krkić\Bojan-Krkic,es ESP,FWMF,Alavés,es La Liga,26,1990,4.9,138,133,5,1,0,30,3,4,0,0,0,0,113,10,15,10,119,6,0,2,109,0,1,4,3
1342,Michael Krohn-Dehli\Michael-Krohn-Dehli,dk DEN,MFFW,Sevilla,es La Liga,34,1983,6.0,376,354,22,4,1,53,12,3,16,0,0,0,295,34,47,33,331,11,1,0,306,5,3,7,9
1343,Michael Krohn-Dehli\Michael-Krohn-Dehli,dk DEN,MF,La Coruña,es La Liga,34,1983,8.1,360,356,4,1,0,62,7,8,1,0,0,0,275,28,57,53,286,14,2,3,297,3,6,10,10
1344,Toni Kroos\Toni-Kroos,de GER,MF,Real Madrid,es La Liga,27,1990,25.1,2160,1963,197,71,2,339,126,49,117,1,4,0,1680,139,341,330,1791,19,9,5,1919,5,13,32,21
1345,Max Kruse\Max-Kruse,de GER,FW,Werder Bremen,de Bundesliga,29,1988,27.3,1347,1180,167,36,5,270,84,50,63,15,21,11,705,335,307,938,299,56,21,16,1015,10,35,27,48
1346,Grzegorz Krychowiak\Grzegorz-Krychowiak,pl POL,MF,West Brom,eng Premier League,27,1990,18.2,803,772,31,11,1,134,25,7,11,2,0,0,534,108,161,97,622,63,0,10,624,1,32,16,22
1347,Lukas Kübler\Lukas-Kubler,de GER,DF,Freiburg,de Bundesliga,24,1992,12.8,515,400,115,6,0,66,10,12,1,1,0,0,225,124,166,36,304,51,108,0,378,0,15,9,10
1348,Jasmin Kurtić\Jasmin-Kurtic,si SVN,MFFW,Atalanta,it Serie A,28,1989,7.4,322,314,8,2,0,80,7,9,0,0,0,0,212,64,46,43,236,12,4,2,248,1,2,9,13
1349,Jasmin Kurtić\Jasmin-Kurtic,si SVN,MF,SPAL,it Serie A,28,1989,16.0,658,634,24,10,1,143,23,15,9,0,5,0,407,101,150,70,472,60,5,5,492,2,13,14,23
1350,Layvin Kurzawa\Layvin-Kurzawa,fr FRA,DF,Paris S-G,fr Ligue 1,24,1992,18.9,1072,955,117,8,1,128,8,36,0,0,0,0,806,141,125,815,84,44,109,3,897,7,23,28,23
